,stopwords_removed,pos_tags,wordnet_pos,lemmatized
40,"['makeup', 'and', 'beauty', 'blog', 'monday', 'poll', 'vol', '719']","[('makeup', 'NN'), ('and', 'CC'), ('beauty', 'NN'), ('blog', 'NN'), ('monday', 'NN'), ('poll', 'NN'), ('vol', 'VBZ'), ('719', 'CD')]","[('makeup', 'n'), ('and', 'n'), ('beauty', 'n'), ('blog', 'n'), ('monday', 'n'), ('poll', 'n'), ('vol', 'v'), ('719', 'n')]","['makeup', 'and', 'beauty', 'blog', 'monday', 'poll', 'vol', '719']"
41,"['ha', 'ha', 'ha', 'at', 'least', 'he', 'did', 'not', 'dress', 'up', 'like', 'guard']","[('ha', 'NN'), ('ha', 'NN'), ('ha', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('dress', 'VB'), ('up', 'RP'), ('like', 'IN'), ('guard', 'NN')]","[('ha', 'n'), ('ha', 'n'), ('ha', 'n'), ('at', 'n'), ('least', 'a'), ('he', 'n'), ('did', 'v'), ('not', 'r'), ('dress', 'v'), ('up', 'r'), ('like', 'n'), ('guard', 'n')]","['ha', 'ha', 'ha', 'at', 'least', 'he', 'do', 'not', 'dress', 'up', 'like', 'guard']"
42,"['now', 'that', 'all', 'clothes', 'are', 'tried', 'on', 'last', 'big', 'question', 'day', '...', 'will', 'thrifted', 'espresso', 'maker', 'we', 'got', 'work', 'after', 'i', 'clean']","[('now', 'RB'), ('that', 'IN'), ('all', 'DT'), ('clothes', 'NNS'), ('are', 'VBP'), ('tried', 'VBN'), ('on', 'IN'), ('last', 'JJ'), ('big', 'JJ'), ('question', 'NN'), ('day', 'NN'), ('...', ':'), ('will', 'MD'), ('thrifted', 'VB'), ('espresso', 'NN'), ('maker', 'NN'), ('we', 'PRP'), ('got', 'VBD'), ('work', 'NN'), ('after', 'IN'), ('i', 'JJ'), ('clean', 'VBP')]","[('now', 'r'), ('that', 'n'), ('all', 'n'), ('clothes', 'n'), ('are', 'v'), ('tried', 'v'), ('on', 'n'), ('last', 'a'), ('big', 'a'), ('question', 'n'), ('day', 'n'), ('...', 'n'), ('will', 'n'), ('thrifted', 'v'), ('espresso', 'n'), ('maker', 'n'), ('we', 'n'), ('got', 'v'), ('work', 'n'), ('after', 'n'), ('i', 'a'), ('clean', 'v')]","['now', 'that', 'all', 'clothes', 'be', 'try', 'on', 'last', 'big', 'question', 'day', '...', 'will', 'thrifted', 'espresso', 'maker', 'we', 'get', 'work', 'after', 'i', 'clean']"
43,"['its', 'honour', 'being', 'on', 'their', 'unfriendly', 'list', 'send', 'that', 'turd', 'back', 'to', 'his', 'shitty', 'country']","[('its', 'PRP$'), ('honour', 'NN'), ('being', 'VBG'), ('on', 'IN'), ('their', 'PRP$'), ('unfriendly', 'JJ'), ('list', 'NN'), ('send', 'VBP'), ('that', 'IN'), ('turd', 'NN'), ('back', 'RB'), ('to', 'TO'), ('his', 'PRP$'), ('shitty', 'JJ'), ('country', 'NN')]","[('its', 'n'), ('honour', 'n'), ('being', 'v'), ('on', 'n'), ('their', 'n'), ('unfriendly', 'a'), ('list', 'n'), ('send', 'v'), ('that', 'n'), ('turd', 'n'), ('back', 'r'), ('to', 'n'), ('his', 'n'), ('shitty', 'a'), ('country', 'n')]","['it', 'honour', 'be', 'on', 'their', 'unfriendly', 'list', 'send', 'that', 'turd', 'back', 'to', 'his', 'shitty', 'country']"
44,"['do', 'you', 'think', '``', 'agitated', ""''"", 'means', '``', 'angry', ""''"", 'saying', 'calm', 'down', 'to', 'someone', 'who', 'very', 'clearly', 'calm', 'more', 'cope']","[('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('``', '``'), ('agitated', 'VBN'), (""''"", ""''""), ('means', 'VBZ'), ('``', '``'), ('angry', 'JJ'), (""''"", ""''""), ('saying', 'VBG'), ('calm', 'VB'), ('down', 'RP'), ('to', 'TO'), ('someone', 'NN'), ('who', 'WP'), ('very', 'RB'), ('clearly', 'RB'), ('calm', 'VB'), ('more', 'JJR'), ('cope', 'NN')]","[('do', 'v'), ('you', 'n'), ('think', 'v'), ('``', 'n'), ('agitated', 'v'), (""''"", 'n'), ('means', 'v'), ('``', 'n'), ('angry', 'a'), (""''"", 'n'), ('saying', 'v'), ('calm', 'v'), ('down', 'r'), ('to', 'n'), ('someone', 'n'), ('who', 'n'), ('very', 'r'), ('clearly', 'r'), ('calm', 'v'), ('more', 'a'), ('cope', 'n')]","['do', 'you', 'think', '``', 'agitate', ""''"", 'mean', '``', 'angry', ""''"", 'say', 'calm', 'down', 'to', 'someone', 'who', 'very', 'clearly', 'calm', 'more', 'cope']"
45,"['remember', 'gunna', 'be', 'playing', 'some', 'more', 'spyro', '2', 'this', 'afternoon', 'in', 'about', '3', 'hours', 'work', 'starting', 'to', 'calm', 'down', 'too', 'come', 'on', 'by', 'we', 'have', 'emotes', 'now']","[('remember', 'VB'), ('gunna', 'NN'), ('be', 'VB'), ('playing', 'VBG'), ('some', 'DT'), ('more', 'JJR'), ('spyro', 'JJ'), ('2', 'CD'), ('this', 'DT'), ('afternoon', 'NN'), ('in', 'IN'), ('about', 'RB'), ('3', 'CD'), ('hours', 'NNS'), ('work', 'VBP'), ('starting', 'VBG'), ('to', 'TO'), ('calm', 'VB'), ('down', 'RP'), ('too', 'RB'), ('come', 'VBN'), ('on', 'IN'), ('by', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('emotes', 'NNS'), ('now', 'RB')]","[('remember', 'v'), ('gunna', 'n'), ('be', 'v'), ('playing', 'v'), ('some', 'n'), ('more', 'a'), ('spyro', 'a'), ('2', 'n'), ('this', 'n'), ('afternoon', 'n'), ('in', 'n'), ('about', 'r'), ('3', 'n'), ('hours', 'n'), ('work', 'v'), ('starting', 'v'), ('to', 'n'), ('calm', 'v'), ('down', 'r'), ('too', 'r'), ('come', 'v'), ('on', 'n'), ('by', 'n'), ('we', 'n'), ('have', 'v'), ('emotes', 'n'), ('now', 'r')]","['remember', 'gunna', 'be', 'play', 'some', 'more', 'spyro', '2', 'this', 'afternoon', 'in', 'about', '3', 'hour', 'work', 'start', 'to', 'calm', 'down', 'too', 'come', 'on', 'by', 'we', 'have', 'emotes', 'now']"
46,"['google', 'reveals', 'new', 'android', '12l', 'features', 'optimized', 'tablet', 'and', 'foldable', 'devices', 'including', 'new', 'notification', 'shade', 'and', 'taskbar', 'to', 'run', 'apps', 'side', 'by', 'side', 'sam', 'byford/the', 'verge']","[('google', 'NN'), ('reveals', 'VBZ'), ('new', 'JJ'), ('android', 'JJ'), ('12l', 'CD'), ('features', 'NNS'), ('optimized', 'VBN'), ('tablet', 'NN'), ('and', 'CC'), ('foldable', 'JJ'), ('devices', 'NNS'), ('including', 'VBG'), ('new', 'JJ'), ('notification', 'NN'), ('shade', 'NN'), ('and', 'CC'), ('taskbar', 'NN'), ('to', 'TO'), ('run', 'VB'), ('apps', 'JJ'), ('side', 'NN'), ('by', 'IN'), ('side', 'NN'), ('sam', 'NN'), ('byford/the', 'NN'), ('verge', 'NN')]","[('google', 'n'), ('reveals', 'v'), ('new', 'a'), ('android', 'a'), ('12l', 'n'), ('features', 'n'), ('optimized', 'v'), ('tablet', 'n'), ('and', 'n'), ('foldable', 'a'), ('devices', 'n'), ('including', 'v'), ('new', 'a'), ('notification', 'n'), ('shade', 'n'), ('and', 'n'), ('taskbar', 'n'), ('to', 'n'), ('run', 'v'), ('apps', 'a'), ('side', 'n'), ('by', 'n'), ('side', 'n'), ('sam', 'n'), ('byford/the', 'n'), ('verge', 'n')]","['google', 'reveal', 'new', 'android', '12l', 'feature', 'optimize', 'tablet', 'and', 'foldable', 'device', 'include', 'new', 'notification', 'shade', 'and', 'taskbar', 'to', 'run', 'apps', 'side', 'by', 'side', 'sam', 'byford/the', 'verge']"
47,"['i', 'thought', 'brock', 'lesnar', 'was', 'technical', 'wrestler', 'all', 'he', 'does', 'belly', 'suplex', 'you', 'to', 'death', 'wtf', '🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️']","[('i', 'NN'), ('thought', 'VBD'), ('brock', 'NN'), ('lesnar', 'NN'), ('was', 'VBD'), ('technical', 'JJ'), ('wrestler', 'NN'), ('all', 'DT'), ('he', 'PRP'), ('does', 'VBZ'), ('belly', 'RB'), ('suplex', 'VB'), ('you', 'PRP'), ('to', 'TO'), ('death', 'NN'), ('wtf', 'NN'), ('🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️', 'NN')]","[('i', 'n'), ('thought', 'v'), ('brock', 'n'), ('lesnar', 'n'), ('was', 'v'), ('technical', 'a'), ('wrestler', 'n'), ('all', 'n'), ('he', 'n'), ('does', 'v'), ('belly', 'r'), ('suplex', 'v'), ('you', 'n'), ('to', 'n'), ('death', 'n'), ('wtf', 'n'), ('🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️', 'n')]","['i', 'think', 'brock', 'lesnar', 'be', 'technical', 'wrestler', 'all', 'he', 'do', 'belly', 'suplex', 'you', 'to', 'death', 'wtf', '🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️🤦🏾\u200d♂️']"
48,"['samuel', 'beckett', 'bridge', 'lit', 'up', 'in', 'ukraine', 'flag', 'reflected', 'into', 'liffey', 'on', 'relatively', 'calm', 'march', 'evening', 'hashtag', 'hashtag', 'hashtag']","[('samuel', 'NN'), ('beckett', 'NN'), ('bridge', 'NN'), ('lit', 'VBD'), ('up', 'RP'), ('in', 'IN'), ('ukraine', 'JJ'), ('flag', 'NN'), ('reflected', 'VBD'), ('into', 'IN'), ('liffey', 'NN'), ('on', 'IN'), ('relatively', 'RB'), ('calm', 'JJ'), ('march', 'NN'), ('evening', 'VBG'), ('hashtag', 'NN'), ('hashtag', 'NN'), ('hashtag', 'NN')]","[('samuel', 'n'), ('beckett', 'n'), ('bridge', 'n'), ('lit', 'v'), ('up', 'r'), ('in', 'n'), ('ukraine', 'a'), ('flag', 'n'), ('reflected', 'v'), ('into', 'n'), ('liffey', 'n'), ('on', 'n'), ('relatively', 'r'), ('calm', 'a'), ('march', 'n'), ('evening', 'v'), ('hashtag', 'n'), ('hashtag', 'n'), ('hashtag', 'n')]","['samuel', 'beckett', 'bridge', 'light', 'up', 'in', 'ukraine', 'flag', 'reflect', 'into', 'liffey', 'on', 'relatively', 'calm', 'march', 'even', 'hashtag', 'hashtag', 'hashtag']"
49,"['schedule', 'week', 'going', 'to', 'be', 'channeled', 'chaos', 'excited', 'to', 'start', 'new', 'witch', 'queen', 'raid', 'tuesday/thursday', 'with', 'also', 'hyped', 'to', 'get', 'back', 'to', 'overwatch', 'with', 'this', 'wednesday', 'pure', 'chaos😏😏']","[('schedule', 'NN'), ('week', 'NN'), ('going', 'VBG'), ('to', 'TO'), ('be', 'VB'), ('channeled', 'VBN'), ('chaos', 'NN'), ('excited', 'VBN'), ('to', 'TO'), ('start', 'VB'), ('new', 'JJ'), ('witch', 'NN'), ('queen', 'NN'), ('raid', 'VBN'), ('tuesday/thursday', 'NN'), ('with', 'IN'), ('also', 'RB'), ('hyped', 'VBN'), ('to', 'TO'), ('get', 'VB'), ('back', 'RB'), ('to', 'TO'), ('overwatch', 'VB'), ('with', 'IN'), ('this', 'DT'), ('wednesday', 'JJ'), ('pure', 'NN'), ('chaos😏😏', 'NN')]","[('schedule', 'n'), ('week', 'n'), ('going', 'v'), ('to', 'n'), ('be', 'v'), ('channeled', 'v'), ('chaos', 'n'), ('excited', 'v'), ('to', 'n'), ('start', 'v'), ('new', 'a'), ('witch', 'n'), ('queen', 'n'), ('raid', 'v'), ('tuesday/thursday', 'n'), ('with', 'n'), ('also', 'r'), ('hyped', 'v'), ('to', 'n'), ('get', 'v'), ('back', 'r'), ('to', 'n'), ('overwatch', 'v'), ('with', 'n'), ('this', 'n'), ('wednesday', 'a'), ('pure', 'n'), ('chaos😏😏', 'n')]","['schedule', 'week', 'go', 'to', 'be', 'channel', 'chaos', 'excite', 'to', 'start', 'new', 'witch', 'queen', 'raid', 'tuesday/thursday', 'with', 'also', 'hype', 'to', 'get', 'back', 'to', 'overwatch', 'with', 'this', 'wednesday', 'pure', 'chaos😏😏']"
50,"['draco', 'and', 'hermione', 'lovely', 'savannah', 'ig', 'peoniesandcedarwood', 'commissioned', 'art', 'ch', '18', 'her', 'wip', ""'wanting"", 'and', 'waiting', 'i', 'am', 'super', 'excited', 'to', 'share', 'scene', 'chief', ""'s"", 'kiss', 'p.s', 'my', 'comms', 'are', 'still', 'open', 'to', 'see', 'options', 'check', 'my', 'ko-fi', 'page', '🤗']","[('draco', 'NN'), ('and', 'CC'), ('hermione', 'NN'), ('lovely', 'RB'), ('savannah', 'JJ'), ('ig', 'NN'), ('peoniesandcedarwood', 'NN'), ('commissioned', 'VBD'), ('art', 'RB'), ('ch', 'JJ'), ('18', 'CD'), ('her', 'PRP$'), ('wip', 'NN'), (""'wanting"", 'VBG'), ('and', 'CC'), ('waiting', 'VBG'), ('i', 'NN'), ('am', 'VBP'), ('super', 'RB'), ('excited', 'VBN'), ('to', 'TO'), ('share', 'NN'), ('scene', 'NN'), ('chief', 'NN'), (""'s"", 'POS'), ('kiss', 'JJ'), ('p.s', 'NN'), ('my', 'PRP$'), ('comms', 'NN'), ('are', 'VBP'), ('still', 'RB'), ('open', 'JJ'), ('to', 'TO'), ('see', 'VB'), ('options', 'NNS'), ('check', 'VB'), ('my', 'PRP$'), ('ko-fi', 'JJ'), ('page', 'NN'), ('🤗', 'NN')]","[('draco', 'n'), ('and', 'n'), ('hermione', 'n'), ('lovely', 'r'), ('savannah', 'a'), ('ig', 'n'), ('peoniesandcedarwood', 'n'), ('commissioned', 'v'), ('art', 'r'), ('ch', 'a'), ('18', 'n'), ('her', 'n'), ('wip', 'n'), (""'wanting"", 'v'), ('and', 'n'), ('waiting', 'v'), ('i', 'n'), ('am', 'v'), ('super', 'r'), ('excited', 'v'), ('to', 'n'), ('share', 'n'), ('scene', 'n'), ('chief', 'n'), (""'s"", 'n'), ('kiss', 'a'), ('p.s', 'n'), ('my', 'n'), ('comms', 'n'), ('are', 'v'), ('still', 'r'), ('open', 'a'), ('to', 'n'), ('see', 'v'), ('options', 'n'), ('check', 'v'), ('my', 'n'), ('ko-fi', 'a'), ('page', 'n'), ('🤗', 'n')]","['draco', 'and', 'hermione', 'lovely', 'savannah', 'ig', 'peoniesandcedarwood', 'commission', 'art', 'ch', '18', 'her', 'wip', ""'wanting"", 'and', 'wait', 'i', 'be', 'super', 'excite', 'to', 'share', 'scene', 'chief', ""'s"", 'kiss', 'p.s', 'my', 'comms', 'be', 'still', 'open', 'to', 'see', 'option', 'check', 'my', 'ko-fi', 'page', '🤗']"
51,"['maybe', 'i', 'am', 'single', 'maybe', 'i', 'am', 'taken', 'maybe', 'its', 'maybelline', '...', '.but', 'you', 'in', 'my', 'business', 'boo', '🤔', '...', '.do', 'not', 'do', 'that', '🤷🏻\u200d♀️🤣💀']","[('maybe', 'RB'), ('i', 'NN'), ('am', 'VBP'), ('single', 'JJ'), ('maybe', 'RB'), ('i', 'VBP'), ('am', 'VBP'), ('taken', 'VBN'), ('maybe', 'RB'), ('its', 'PRP$'), ('maybelline', 'NN'), ('...', ':'), ('.but', 'NN'), ('you', 'PRP'), ('in', 'IN'), ('my', 'PRP$'), ('business', 'NN'), ('boo', 'NN'), ('🤔', 'NN'), ('...', ':'), ('.do', 'VBZ'), ('not', 'RB'), ('do', 'VB'), ('that', 'DT'), ('🤷🏻\u200d♀️🤣💀', 'VB')]","[('maybe', 'r'), ('i', 'n'), ('am', 'v'), ('single', 'a'), ('maybe', 'r'), ('i', 'v'), ('am', 'v'), ('taken', 'v'), ('maybe', 'r'), ('its', 'n'), ('maybelline', 'n'), ('...', 'n'), ('.but', 'n'), ('you', 'n'), ('in', 'n'), ('my', 'n'), ('business', 'n'), ('boo', 'n'), ('🤔', 'n'), ('...', 'n'), ('.do', 'v'), ('not', 'r'), ('do', 'v'), ('that', 'n'), ('🤷🏻\u200d♀️🤣💀', 'v')]","['maybe', 'i', 'be', 'single', 'maybe', 'i', 'be', 'take', 'maybe', 'it', 'maybelline', '...', '.but', 'you', 'in', 'my', 'business', 'boo', '🤔', '...', '.do', 'not', 'do', 'that', '🤷🏻\u200d♀️🤣💀']"
52,"[""'magical"", 'bowls', 'among', 'relics', 'seized', 'in', 'raid', 'on', 'dealers', 'in', 'jerusalem', 'bbc', 'news']","[(""'magical"", 'JJ'), ('bowls', 'NN'), ('among', 'IN'), ('relics', 'NNS'), ('seized', 'VBN'), ('in', 'IN'), ('raid', 'NN'), ('on', 'IN'), ('dealers', 'NNS'), ('in', 'IN'), ('jerusalem', 'NN'), ('bbc', 'NN'), ('news', 'NN')]","[(""'magical"", 'a'), ('bowls', 'n'), ('among', 'n'), ('relics', 'n'), ('seized', 'v'), ('in', 'n'), ('raid', 'n'), ('on', 'n'), ('dealers', 'n'), ('in', 'n'), ('jerusalem', 'n'), ('bbc', 'n'), ('news', 'n')]","[""'magical"", 'bowl', 'among', 'relic', 'seize', 'in', 'raid', 'on', 'dealer', 'in', 'jerusalem', 'bbc', 'news']"
53,"['i', 'do', 'not', 'follow', 'you', 'you', 'do', 'not', 'follow', 'me', 'so', 'i', 'do', 'not', 'know', 'where', 'you', 'came', 'from', 'no', 'one', 'was', 'making', 'excuse', 'if', 'that', 'what', 'you', 'think', 'your', 'reading', 'comprehension', 'on', 'you', 'not', 'me', 'playing', 'point', 'guard', 'hard', 'that', 'not', 'excuse', 'lie', 'that', 'fact', 'have', 'good', 'day']","[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('follow', 'VB'), ('you', 'PRP'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('follow', 'VB'), ('me', 'PRP'), ('so', 'RB'), ('i', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('where', 'WRB'), ('you', 'PRP'), ('came', 'VBD'), ('from', 'IN'), ('no', 'DT'), ('one', 'NN'), ('was', 'VBD'), ('making', 'VBG'), ('excuse', 'NN'), ('if', 'IN'), ('that', 'DT'), ('what', 'WP'), ('you', 'PRP'), ('think', 'VBP'), ('your', 'PRP$'), ('reading', 'VBG'), ('comprehension', 'NN'), ('on', 'IN'), ('you', 'PRP'), ('not', 'RB'), ('me', 'PRP'), ('playing', 'VBG'), ('point', 'VB'), ('guard', 'RB'), ('hard', 'JJ'), ('that', 'IN'), ('not', 'RB'), ('excuse', 'VB'), ('lie', 'NN'), ('that', 'IN'), ('fact', 'NN'), ('have', 'VBP'), ('good', 'JJ'), ('day', 'NN')]","[('i', 'n'), ('do', 'v'), ('not', 'r'), ('follow', 'v'), ('you', 'n'), ('you', 'n'), ('do', 'v'), ('not', 'r'), ('follow', 'v'), ('me', 'n'), ('so', 'r'), ('i', 'r'), ('do', 'v'), ('not', 'r'), ('know', 'v'), ('where', 'n'), ('you', 'n'), ('came', 'v'), ('from', 'n'), ('no', 'n'), ('one', 'n'), ('was', 'v'), ('making', 'v'), ('excuse', 'n'), ('if', 'n'), ('that', 'n'), ('what', 'n'), ('you', 'n'), ('think', 'v'), ('your', 'n'), ('reading', 'v'), ('comprehension', 'n'), ('on', 'n'), ('you', 'n'), ('not', 'r'), ('me', 'n'), ('playing', 'v'), ('point', 'v'), ('guard', 'r'), ('hard', 'a'), ('that', 'n'), ('not', 'r'), ('excuse', 'v'), ('lie', 'n'), ('that', 'n'), ('fact', 'n'), ('have', 'v'), ('good', 'a'), ('day', 'n')]","['i', 'do', 'not', 'follow', 'you', 'you', 'do', 'not', 'follow', 'me', 'so', 'i', 'do', 'not', 'know', 'where', 'you', 'come', 'from', 'no', 'one', 'be', 'make', 'excuse', 'if', 'that', 'what', 'you', 'think', 'your', 'read', 'comprehension', 'on', 'you', 'not', 'me', 'play', 'point', 'guard', 'hard', 'that', 'not', 'excuse', 'lie', 'that', 'fact', 'have', 'good', 'day']"
54,"['some', 'those', 'guards', 'took', 'their', 'jobs', 'way', 'too', 'seriously', 'some', 'were', 'great', 'though', 'my', 'wife', 'then', 'gf', 'lived', 'at', 'vista', 'when', 'i', 'lived', 'at', 'chatham', 'and', 'there', 'was', 'one', 'guard', 'that', 'saw', 'me', 'so', 'much', 'that', 'he', 'just', 'started', 'waving', 'me', 'through']","[('some', 'DT'), ('those', 'DT'), ('guards', 'NNS'), ('took', 'VBD'), ('their', 'PRP$'), ('jobs', 'NNS'), ('way', 'NN'), ('too', 'RB'), ('seriously', 'RB'), ('some', 'DT'), ('were', 'VBD'), ('great', 'JJ'), ('though', 'IN'), ('my', 'PRP$'), ('wife', 'NN'), ('then', 'RB'), ('gf', 'VBZ'), ('lived', 'VBN'), ('at', 'IN'), ('vista', 'NN'), ('when', 'WRB'), ('i', 'NN'), ('lived', 'VBD'), ('at', 'IN'), ('chatham', 'NN'), ('and', 'CC'), ('there', 'EX'), ('was', 'VBD'), ('one', 'CD'), ('guard', 'NN'), ('that', 'WDT'), ('saw', 'VBD'), ('me', 'PRP'), ('so', 'RB'), ('much', 'RB'), ('that', 'IN'), ('he', 'PRP'), ('just', 'RB'), ('started', 'VBD'), ('waving', 'VBG'), ('me', 'PRP'), ('through', 'IN')]","[('some', 'n'), ('those', 'n'), ('guards', 'n'), ('took', 'v'), ('their', 'n'), ('jobs', 'n'), ('way', 'n'), ('too', 'r'), ('seriously', 'r'), ('some', 'n'), ('were', 'v'), ('great', 'a'), ('though', 'n'), ('my', 'n'), ('wife', 'n'), ('then', 'r'), ('gf', 'v'), ('lived', 'v'), ('at', 'n'), ('vista', 'n'), ('when', 'n'), ('i', 'n'), ('lived', 'v'), ('at', 'n'), ('chatham', 'n'), ('and', 'n'), ('there', 'n'), ('was', 'v'), ('one', 'n'), ('guard', 'n'), ('that', 'n'), ('saw', 'v'), ('me', 'n'), ('so', 'r'), ('much', 'r'), ('that', 'n'), ('he', 'n'), ('just', 'r'), ('started', 'v'), ('waving', 'v'), ('me', 'n'), ('through', 'n')]","['some', 'those', 'guard', 'take', 'their', 'job', 'way', 'too', 'seriously', 'some', 'be', 'great', 'though', 'my', 'wife', 'then', 'gf', 'live', 'at', 'vista', 'when', 'i', 'live', 'at', 'chatham', 'and', 'there', 'be', 'one', 'guard', 'that', 'saw', 'me', 'so', 'much', 'that', 'he', 'just', 'start', 'wave', 'me', 'through']"
55,"['i', 'get', 'it..', 'hashtag', 'mad', 'because', 'losing', 'influence', 'but', 'losing', 'influence', 'because', 'has', 'less', 'to', 'offer', 'these', 'countries', 'than', 'west', 'putin', 'controls', 'with', 'fear', 'lies', 'intimidation', 'and', 'force', 'west', 'offers', 'economic', 'opportunity', 'freedom', 'and', 'mutual', 'benefit', 'hashtag']","[('i', 'NN'), ('get', 'VBP'), ('it..', 'JJ'), ('hashtag', 'NN'), ('mad', 'NN'), ('because', 'IN'), ('losing', 'VBG'), ('influence', 'NN'), ('but', 'CC'), ('losing', 'VBG'), ('influence', 'NN'), ('because', 'IN'), ('has', 'VBZ'), ('less', 'JJR'), ('to', 'TO'), ('offer', 'VB'), ('these', 'DT'), ('countries', 'NNS'), ('than', 'IN'), ('west', 'JJS'), ('putin', 'NN'), ('controls', 'NNS'), ('with', 'IN'), ('fear', 'NN'), ('lies', 'VBZ'), ('intimidation', 'NN'), ('and', 'CC'), ('force', 'NN'), ('west', 'NN'), ('offers', 'VBZ'), ('economic', 'JJ'), ('opportunity', 'NN'), ('freedom', 'NN'), ('and', 'CC'), ('mutual', 'JJ'), ('benefit', 'NN'), ('hashtag', 'NN')]","[('i', 'n'), ('get', 'v'), ('it..', 'a'), ('hashtag', 'n'), ('mad', 'n'), ('because', 'n'), ('losing', 'v'), ('influence', 'n'), ('but', 'n'), ('losing', 'v'), ('influence', 'n'), ('because', 'n'), ('has', 'v'), ('less', 'a'), ('to', 'n'), ('offer', 'v'), ('these', 'n'), ('countries', 'n'), ('than', 'n'), ('west', 'a'), ('putin', 'n'), ('controls', 'n'), ('with', 'n'), ('fear', 'n'), ('lies', 'v'), ('intimidation', 'n'), ('and', 'n'), ('force', 'n'), ('west', 'n'), ('offers', 'v'), ('economic', 'a'), ('opportunity', 'n'), ('freedom', 'n'), ('and', 'n'), ('mutual', 'a'), ('benefit', 'n'), ('hashtag', 'n')]","['i', 'get', 'it..', 'hashtag', 'mad', 'because', 'lose', 'influence', 'but', 'lose', 'influence', 'because', 'have', 'less', 'to', 'offer', 'these', 'country', 'than', 'west', 'putin', 'control', 'with', 'fear', 'lie', 'intimidation', 'and', 'force', 'west', 'offer', 'economic', 'opportunity', 'freedom', 'and', 'mutual', 'benefit', 'hashtag']"
56,"['why', 'do', 'not', 'dpd', 'have', 'uk', 'twitter', 'account', 'so', 'i', 'can', 'let', 'everyone', 'know', 'how', 'crap', 'they', 'are']","[('why', 'WRB'), ('do', 'VBP'), ('not', 'RB'), ('dpd', 'VB'), ('have', 'VBP'), ('uk', 'JJ'), ('twitter', 'NN'), ('account', 'NN'), ('so', 'RB'), ('i', 'JJ'), ('can', 'MD'), ('let', 'VB'), ('everyone', 'NN'), ('know', 'VB'), ('how', 'WRB'), ('crap', 'NN'), ('they', 'PRP'), ('are', 'VBP')]","[('why', 'n'), ('do', 'v'), ('not', 'r'), ('dpd', 'v'), ('have', 'v'), ('uk', 'a'), ('twitter', 'n'), ('account', 'n'), ('so', 'r'), ('i', 'a'), ('can', 'n'), ('let', 'v'), ('everyone', 'n'), ('know', 'v'), ('how', 'n'), ('crap', 'n'), ('they', 'n'), ('are', 'v')]","['why', 'do', 'not', 'dpd', 'have', 'uk', 'twitter', 'account', 'so', 'i', 'can', 'let', 'everyone', 'know', 'how', 'crap', 'they', 'be']"
